"","MDS1","MDS2","short.date","Key","Year","Site","Transect","Direction","Black & Deacon","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","YOY","Vermillion","Yelloweye"
"1",-0.31957273409325,-0.209123870547856,"05","1T1",2005,"1","T1","Forward",41,0,0,2,0,12,1,0,0,0,0,3,0,0
"2",0.354205658988776,-0.292807374452147,"06","1T1",2006,"1","T1","Forward",69,0,0,0,0,2,0,0,0,0,0,38,0,0
"3",0.627418042840462,0.816535703113575,"06","2T1",2006,"2","T1","Forward",7,0,0,3,0,2,0,0,0,0,0,60,0,0
"4",1.56762325418425,1.26149674269987,"06","3T1",2006,"3","T1","Forward",0,0,0,1,1,0,0,0,0,0,0,50,0,0
"5",-1.47425517140345,0.692773046436189,"06","4T1",2006,"4","T1","Forward",6,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.0431864290882025,-1.13657808140995,"07","1T1",2007,"1","T1","Forward",146,0,0,1,0,0,9,0,1,1,6,0,0,0
"7",-0.692937413878274,-0.432475397780237,"07","2T1",2007,"2","T1","Forward",31,0,0,0,0,0,0,0,1,1,0,1,0,0
"8",-1.26375041791952,0.728054012411654,"07","3T1",2007,"3","T1","Forward",6,0,0,0,0,2,0,0,0,0,0,0,0,0
"9",-1.08583771915097,0.455955232125707,"07","4T1",2007,"4","T1","Forward",10,0,0,0,0,2,0,0,0,0,1,0,0,0
"10",-1.78393640416079,-0.751693835446011,"08","1T1",2008,"1","T1","Forward",5,0,0,0,0,0,3,0,2,40,0,0,0,0
"11",-0.874524663953272,-0.814358594748167,"08","2T1",2008,"2","T1","Forward",25,0,0,0,0,0,7,0,2,30,3,0,0,0
"12",-0.969002994551751,-0.171076187879452,"08","3T1",2008,"3","T1","Forward",19,0,0,0,0,0,4,0,0,0,1,0,0,0
"13",1.8593619823094,0.401485628566372,"08","4T1",2008,"4","T1","Forward",5,0,0,0,0,0,4,0,0,0,4,348,0,0
"14",-0.703494050906057,0.397781404797118,"09","1T1",2009,"1","T1","Forward",12,0,0,5,0,4,0,0,0,0,1,0,0,0
"15",-0.200048614211121,-0.131006386060276,"09","2T1",2009,"2","T1","Forward",40,0,0,9,1,5,1,0,0,0,5,4,0,0
