"","NMDS1","NMDS2","short.date","Key","Year","Site","Transect","Direction","BlackDeacon","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","YOY","Vermillion","Halibut","Yelloweye"
"1",-0.039015048774006,-0.0700267881144302,"05","1T1",2005,"1","T1","F",1.6232492903979,0,0,0.477121254719662,0,1.11394335230684,0.301029995663981,0,0,0,0,0.602059991327962,0,0,0
"2",0.400001258160427,-0.102726671659249,"06","1T1",2006,"1","T1","F",1.84509804001426,0,0,0,0,0.477121254719662,0,0,0,0,0,1.5910646070265,0,0,0
"3",0.429973864969705,-0.270409892801583,"06","2T1",2006,"2","T1","F",0.903089986991944,0,0,0.602059991327962,0,0.477121254719662,0,0,0,0,0,1.78532983501077,0,0,0
"4",1.2354721082849,-0.206821974966203,"06","3T1",2006,"3","T1","F",0,0,0,0.301029995663981,0.301029995663981,0,0,0,0,0,0,1.70757017609794,0,0,0
"5",-1.03383744855649,-0.437741870881779,"06","4T1",2006,"4","T1","F",0.845098040014257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",-0.180020594756422,0.716937681751246,"07","1T1",2007,"1","T1","F",2.16731733474818,0,0,0.301029995663981,0,0,1,0,0.301029995663981,0.301029995663981,0.845098040014257,0,0,0,0
"7",-0.514705952829354,0.60635159628841,"07","2T1",2007,"2","T1","F",1.50514997831991,0,0,0,0,0,0,0,0.301029995663981,0.301029995663981,0,0.301029995663981,0,0,0
"8",-0.629223210150278,-0.539496017420982,"07","3T1",2007,"3","T1","F",0.845098040014257,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0,0
"9",-0.545724103264817,-0.403715171383066,"07","4T1",2007,"4","T1","F",1.04139268515823,0,0,0,0,0.477121254719662,0,0,0,0,0.301029995663981,0,0,0,0
"10",-0.720524555252654,1.01728520840902,"08","1T1",2008,"1","T1","F",0.778151250383644,0,0,0,0,0,0.602059991327962,0,0.477121254719662,1.61278385671974,0,0,0,0,0
"11",-0.377223611303518,0.896122172752511,"08","2T1",2008,"2","T1","F",1.41497334797082,0,0,0,0,0,0.903089986991944,0,0.477121254719662,1.49136169383427,0.602059991327962,0,0,0,0
"12",-0.644140494780928,0.406998227854619,"08","3T1",2008,"3","T1","F",1.30102999566398,0,0,0,0,0,0.698970004336019,0,0,0,0.301029995663981,0,0,0,0
"13",0.848348624792811,0.374153793287699,"08","4T1",2008,"4","T1","F",0.778151250383644,0,0,0,0,0,0.698970004336019,0,0,0,0.698970004336019,2.54282542695918,0,0,0
"14",-0.190704874471261,-0.264393209605843,"09","1T1",2009,"1","T1","F",1.11394335230684,0,0,0.778151250383644,0,0.698970004336019,0,0,0,0,0.301029995663981,0,0,0,0
"15",0.0760434284136802,0.0297757139109678,"09","2T1",2009,"2","T1","F",1.61278385671974,0,0,1,0.301029995663981,0.778151250383644,0.301029995663981,0,0,0,0.778151250383644,0.698970004336019,0,0,0
"16",-0.328540240334712,-0.156365438159233,"09","3T1",2009,"3","T1","F",1.50514997831991,0,0,0.477121254719662,0,0.602059991327962,0,0,0,0,0,0,0,0,0
"17",0.290031592026205,0.0909737485651102,"09","4T1",2009,"4","T1","F",2.11727129565576,0,0,0.845098040014257,0,0.698970004336019,0,0.301029995663981,0,0,0.845098040014257,1.49136169383427,0,0,0.301029995663981
"18",-0.221732889146045,-0.137359972157833,"10","1T1",2010,"1","T1","F",1.68124123737559,0,0,0.778151250383644,0,0.778151250383644,0,0,0,0,0,0,0,0,0
"19",-0.240080433076949,-0.365798414509396,"10","2T1",2010,"2","T1","F",1,0.301029995663981,0,0.778151250383644,0,0.903089986991944,0,0,0,0,0,0,0,0,0
"20",-0.206847607130511,0.0308089493817564,"10","3T1",2010,"3","T1","F",2.02118929906994,0,0,0.698970004336019,0,0.698970004336019,0.477121254719662,0,0,0,0,0,0,0,0
"21",-0.194681990850336,-0.155143812704251,"10","4T1",2010,"4","T1","F",1.30102999566398,0,0,0.954242509439325,0,0.845098040014257,0.301029995663981,0,0,0,0,0,0,0,0
"22",-0.291676508063693,-0.270607692889383,"10","5T1",2010,"5","T1","F",1,0,0,0.477121254719662,0,1.04139268515823,0.301029995663981,0,0,0,0,0,0,0,0
"23",0.400688735441998,-0.44243534977966,"11","1T1",2011,"1","T1","F",0.477121254719662,0,0,0.954242509439325,0,0.698970004336019,0,0,0,0,0,1.32221929473392,0,0,0
"24",-0.152878644382123,-0.0533050360709389,"11","2T1",2011,"2","T1","F",1.5910646070265,0,0,0.954242509439325,0,1,0.301029995663981,0,0,0,0.301029995663981,0,0,0,0
"25",-0.206296565753849,-0.0920233919856585,"11","3T1",2011,"3","T1","F",1.51851393987789,0,0,0.778151250383644,0,0.778151250383644,0.301029995663981,0,0,0,0,0,0,0,0
"26",0.429368200275006,0.165355708913452,"11","4T1",2011,"4","T1","F",2.13033376849501,0,0.301029995663981,0,0,0.903089986991944,0.301029995663981,0,0,0,0,2.23299611039215,0,0,0
"27",-0.393862779343904,-0.542262710125961,"11","5T1",2011,"5","T1","F",0.845098040014257,0,0,0,0,1.14612803567824,0,0,0,0,0.301029995663981,0,0,0,0
"28",0.547803250153707,-0.105296768995668,"12","1T1",2012,"1","T1","F",1.20411998265592,0,0,0,0,0.477121254719662,0,0,0,0,0.301029995663981,2.02530586526477,0,0,0
"29",0.238943373094481,0.00363992446214641,"12","2T1",2012,"2","T1","F",1.39794000867204,0,0,1,0,0.778151250383644,0.477121254719662,0,0.477121254719662,0,0.301029995663981,1.70757017609794,0,0,0
"30",-0.328069677474866,-0.31391171995418,"12","3T1",2012,"3","T1","F",1.11394335230684,0,0,0.477121254719662,0,0.602059991327962,0,0,0,0,0,0,0,0,0
"31",0.393460999280268,0.173569969872718,"12","4T1",2012,"4","T1","F",2.11394335230684,0,0,0.301029995663981,0,0.698970004336019,0.301029995663981,0,0,0,0.778151250383644,2.45024910831936,0,0,0
"32",-0.206854570293677,-0.023834623528927,"12","5T1",2012,"5","T1","F",1.5910646070265,0,0,0.602059991327962,0.301029995663981,0.845098040014257,0.477121254719662,0,0,0,0,0,0,0,0
"33",0.488489246258938,-0.163864080511189,"13","1T1",2013,"1","T1","F",0.845098040014257,0,0,0.698970004336019,0.301029995663981,0.845098040014257,0,0,0,0,0.301029995663981,2.60314437262018,0,0,0
"34",0.537539378404154,-0.232874274033673,"13","2T1",2013,"2","T1","F",0.845098040014257,0,0,0.477121254719662,0.301029995663981,0.477121254719662,0,0,0,0,0,2.08278537031645,0,0,0
"35",-0.348546234235608,-0.229373651719445,"13","3T1",2013,"3","T1","F",1.32221929473392,0,0,0.301029995663981,0,0.845098040014257,0,0,0,0,0,0,0,0,0
"36",0.406140208307019,0.164254480204297,"13","4T1",2013,"4","T1","F",1.96378782734556,0,0.301029995663981,0.477121254719662,0.477121254719662,0.477121254719662,0.301029995663981,0,0,0,0.477121254719662,2.39967372148104,0,0,0
