"","MDS1","MDS2","short.date","Key","Year","Site","Transect","Direction","Black & Deacon","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","Vermillion","Yelloweye"
"1",-0.251063769950365,-0.0186557560732376,"05","1T1",2005,"1","T1","Forward",41,0,0,2,0,12,1,0,0,0,0,0,0
"2",0.471172594769592,-0.363397743094536,"05","1T2",2005,"1","T2","Forward",11,0,0,10,0,9,0,1,2,0,0,0,0
"3",-0.628254216778599,0.353612024395173,"05","1T3",2005,"1","T3","Forward",51,2,10,0,1,1,7,0,0,0,0,0,0
"4",-0.728084691537387,0.167447568432707,"06","1T1",2006,"1","T1","Forward",69,0,0,0,0,2,0,0,0,0,0,0,0
"5",0.268503422956081,0.36682378382044,"06","1T2",2006,"1","T2","Forward",19,0,0,0,0,2,0,0,0,0,0,0,0
"6",-0.765984088716531,-0.0333530080000647,"06","1T3",2006,"1","T3","Forward",88,0,0,4,0,4,0,0,0,0,0,0,0
"7",-0.411703287236398,0.215259696753364,"06","1T4",2006,"1","T4","Forward",46,0,0,0,0,3,0,0,0,0,0,0,0
"8",0.924997544088406,-0.00867823790684967,"06","2T1",2006,"2","T1","Forward",7,0,0,3,0,2,0,0,0,0,0,0,0
"9",-0.366211756369821,0.329942471365557,"06","2T2",2006,"2","T2","Forward",40,0,0,0,0,1,0,0,0,0,0,0,0
"10",-0.366116735971119,0.116720107562686,"06","2T3",2006,"2","T3","Forward",47,0,0,3,0,3,0,0,0,0,0,0,0
"11",0.782066435870059,0.133217366674609,"06","2T4",2006,"2","T4","Forward",9,0,0,2,0,2,0,0,0,0,1,0,0
"12",0.209194129601016,-2.15912361871381,"06","3T1",2006,"3","T1","Forward",0,0,0,1,1,0,0,0,0,0,0,0,0
"13",0.808778544781106,0.100961834202527,"06","3T2",2006,"3","T2","Forward",9,0,0,1,0,3,0,0,0,0,0,0,0
"14",0.759788680839498,0.0345127944695086,"06","3T3",2006,"3","T3","Forward",9,0,0,2,1,3,0,0,0,0,0,0,0
"15",0.0434164995185586,0.182867321241902,"06","3T4",2006,"3","T4","Forward",26,0,0,2,1,3,0,0,0,0,0,0,0
"16",1.27716266484941,0.497442499214091,"06","4T1",2006,"4","T1","Forward",6,0,0,0,0,0,0,0,0,0,0,0,0
"17",0.499183176656803,0.428509284972263,"06","4T2",2006,"4","T2","Forward",14,0,0,0,1,1,0,0,0,0,2,0,0
"18",0.203720558004984,0.426967372079005,"06","4T3",2006,"4","T3","Forward",20,0,0,0,1,1,0,0,0,0,2,0,0
"19",0.626942249548497,-0.0662116522375986,"06","4T4",2006,"4","T4","Forward",11,0,0,0,1,9,0,0,0,0,2,0,0
"20",-1.24300915240182,0.0630971654625998,"07","1T1",2007,"1","T1","Forward",146,0,0,1,0,0,9,0,1,1,6,0,0
"21",-0.706584679930232,0.335090166651947,"07","1T2",2007,"1","T2","Forward",60,0,0,0,0,0,3,1,1,5,5,0,0
"22",-1.07376775206395,0.13512763268558,"07","1T3",2007,"1","T3","Forward",110,0,0,0,0,0,5,0,1,1,1,0,0
"23",-0.20522966701182,0.481780736836692,"07","2T1",2007,"2","T1","Forward",31,0,0,0,0,0,0,0,1,1,0,0,0
"24",-0.171600056876267,0.500318139070031,"07","2T2",2007,"2","T2","Forward",30,0,0,0,0,0,1,0,1,2,0,0,0
"25",-0.270936729410675,0.551982558663406,"07","2T3",2007,"2","T3","Forward",33,0,0,0,0,0,5,0,0,4,0,0,0
"26",-0.390677147640888,0.891855217540179,"07","2T4",2007,"2","T4","Forward",31,0,0,0,0,0,4,1,0,34,0,0,0
"27",1.16270429599216,0.154061498005357,"07","3T1",2007,"3","T1","Forward",6,0,0,0,0,2,0,0,0,0,0,0,0
"28",0.193288646469019,0.536027970177943,"07","3T2",2007,"3","T2","Forward",20,0,0,0,0,0,0,0,0,0,0,0,0
"29",-0.325921509605633,-2.17278095950223,"07","3T3",2007,"3","T3","Forward",0,0,0,0,0,1,0,0,0,0,0,0,0
"30",-0.325921706723243,-2.1727809314713,"07","3T4",2007,"3","T4","Forward",0,0,0,0,0,1,0,0,0,0,0,0,0
"31",0.776865255641504,0.285089209788452,"07","4T1",2007,"4","T1","Forward",10,0,0,0,0,2,0,0,0,0,1,0,0
"32",-0.229268064929303,0.39021989880589,"07","4T2",2007,"4","T2","Forward",33,0,0,0,0,1,0,0,0,0,5,0,0
"33",-0.399163084837218,0.281426470184398,"07","4T3",2007,"4","T3","Forward",43,0,0,2,0,0,0,0,0,0,0,0,0
"34",-0.455021639166297,0.357378740331735,"07","4T4",2007,"4","T4","Forward",43,0,0,0,0,0,0,0,0,0,0,0,0
"35",0.448421688376362,1.79403570335702,"08","1T1",2008,"1","T1","Forward",5,0,0,0,0,0,3,0,2,40,0,0,0
"36",1.04955717382525,1.35216531845871,"08","1T2",2008,"1","T2","Forward",3,0,0,0,0,0,3,0,0,6,2,0,0
"37",0.0385189897633056,1.31612555618675,"08","1T3",2008,"1","T3","Forward",16,0,0,0,0,0,2,0,0,50,1,0,0
"38",1.19993561015146,1.19726286826389,"08","1T4",2008,"1","T4","Forward",3,0,0,0,0,0,3,0,0,3,1,0,0
"39",-0.223126726985356,0.976350569539917,"08","2T1",2008,"2","T1","Forward",25,0,0,0,0,0,7,0,2,30,3,0,0
"40",-0.81423066681148,0.587635570133716,"08","2T2",2008,"2","T2","Forward",56,0,0,0,2,0,0,0,0,37,2,0,0
"41",0.586913204985704,0.582575702508849,"08","2T3",2008,"2","T3","Forward",13,0,0,0,0,0,0,0,0,1,0,0,0
"42",0.179167641486896,1.20797745906795,"08","2T4",2008,"2","T4","Forward",15,0,0,0,0,0,0,0,0,32,0,0,0
"43",0.224619027869417,0.563419551661901,"08","3T1",2008,"3","T1","Forward",19,0,0,0,0,0,4,0,0,0,1,0,0
"44",0.665575602083369,0.555935208616092,"08","3T2",2008,"3","T2","Forward",11,0,0,0,1,0,2,0,0,0,3,0,0
"45",0.708873089680111,1.04597679102464,"08","3T3",2008,"3","T3","Forward",9,0,0,0,0,0,1,0,0,14,0,0,0
"46",1.13921591237117,0.820105512362372,"08","4T1",2008,"4","T1","Forward",5,0,0,0,0,0,4,0,0,0,4,0,0
"47",0.860928129873449,0.782967476925355,"08","4T2",2008,"4","T2","Forward",8,0,0,0,1,0,8,0,0,0,5,0,0
"48",0.953976720757426,0.688497958175439,"08","4T3",2008,"4","T3","Forward",8,0,0,0,0,0,6,0,0,0,0,0,0
"49",0.508472265357956,-0.0326030051574791,"09","1T1",2009,"1","T1","Forward",12,0,0,5,0,4,0,0,0,0,1,0,0
"50",-1.26560173915695,-0.204746477395454,"09","1T2",2009,"1","T2","Forward",193,0,0,3,0,5,0,0,0,0,2,0,0
"51",0.104196828728963,0.328215048255106,"09","1T3",2009,"1","T3","Forward",23,0,0,3,0,0,1,0,0,0,0,0,0
"52",-0.289540786810645,0.0215170631586657,"09","1T4",2009,"1","T4","Forward",43,0,0,9,0,4,0,0,0,0,0,0,0
"53",-0.234717311968331,-0.0192597732497773,"09","2T1",2009,"2","T1","Forward",40,0,0,9,1,5,1,0,0,0,5,0,0
"54",-0.394670921748472,0.10099152356092,"09","2T2",2009,"2","T2","Forward",47,0,0,2,1,4,0,0,1,0,7,0,0
"55",0.0454365338540069,-0.000148824551402328,"09","2T3",2009,"2","T3","Forward",26,0,0,8,0,5,1,0,0,0,0,0,0
"56",0.139565989342284,-0.100113287368931,"09","2T4",2009,"2","T4","Forward",22,0,0,8,0,9,1,0,0,0,0,0,0
"57",-0.0849088849279459,0.186440216575659,"09","3T1",2009,"3","T1","Forward",31,0,0,2,0,3,0,0,0,0,0,0,0
"58",-0.643843761395482,-0.0507633676859496,"09","3T2",2009,"3","T2","Forward",78,0,0,5,0,5,1,0,0,0,2,0,0
"59",-0.44208526212117,0.140440430483374,"09","3T3",2009,"3","T3","Forward",50,0,0,0,0,5,0,0,0,0,0,0,0
"60",-0.3908375792163,0.264540446145421,"09","3T4",2009,"3","T4","Forward",43,0,0,0,0,2,0,1,0,0,0,0,0
"61",-1.01045228085728,-0.162203910819048,"09","4T1",2009,"4","T1","Forward",130,0,0,6,0,4,0,1,0,0,6,0,1
"62",-0.83713152713831,-0.130304267076131,"09","4T2",2009,"4","T2","Forward",101,0,0,3,0,7,0,3,0,0,3,0,1
"63",-0.392817489646263,0.00680862500916236,"09","4T3",2009,"4","T3","Forward",51,0,0,2,0,7,0,1,0,0,1,0,1
"64",-0.356588420544025,0.200665049952739,"09","4T4",2009,"4","T4","Forward",43,0,0,3,0,1,1,1,1,0,0,0,1
"65",-0.3271365584795,0.0212598274819083,"10","1T1",2010,"1","T1","Forward",47,0,0,5,0,5,0,0,0,0,0,0,0
"66",0.782325110480894,-0.75832246320053,"10","1T2",2010,"1","T2","Forward",3,0,0,10,0,10,0,0,0,0,1,0,0
"67",0.838677102042011,-0.945357084376686,"10","1T3",2010,"1","T3","Forward",1,0,0,4,0,8,0,1,1,0,0,0,0
"68",0.627383670287982,-0.241091850057369,"10","2T1",2010,"2","T1","Forward",9,1,0,5,0,7,0,0,0,0,0,0,0
"69",0.488736060031999,-0.0975103763894699,"10","2T2",2010,"2","T2","Forward",13,0,0,2,0,9,0,0,0,0,0,0,0
"70",-0.901098981872826,-0.125352563298433,"10","2T3",2010,"2","T3","Forward",113,0,0,5,0,5,0,0,0,0,1,0,0
"71",-0.161887795656249,-0.0672809077890062,"10","2T4",2010,"2","T4","Forward",37,0,0,6,0,11,1,0,0,0,0,0,0
"72",-0.866907601016425,-0.0670632574314134,"10","3T1",2010,"3","T1","Forward",104,0,0,4,0,4,2,0,0,0,0,0,0
"73",-0.500039636337455,-0.0317876574526414,"10","3T2",2010,"3","T2","Forward",62,0,0,3,0,7,1,0,0,0,0,0,0
"74",0.644501964281752,-0.0218948441541258,"10","3T3",2010,"3","T3","Forward",10,0,0,2,0,5,1,0,0,0,0,0,0
"75",0.783765903922176,-0.148714693991251,"10","3T4",2010,"3","T4","Forward",7,0,0,4,0,4,1,0,0,0,0,0,0
"76",0.23301661230118,-0.0572716464044244,"10","4T1",2010,"4","T1","Forward",19,0,0,8,0,6,1,0,0,0,0,0,0
"77",0.540850730987452,0.139735059013029,"10","4T2",2010,"4","T2","Forward",12,0,0,4,0,2,2,0,0,0,1,0,0
