"","NMDS1","NMDS2","short.date","Key","Year","Site","Transect","Direction","BlackDeacon","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Wolfeel","Yellowtail","YOY","Vermillion","Halibut","Yelloweye","PugetSound"
"1",-0.310319076708234,-0.217109314523815,"05","1T1",2005,"1","T1","F",41,0,0,2,0,12,1,0,0,0,0,0,3,0,0,0,0
"2",0.369669159677092,-0.279559174379438,"06","1T1",2006,"1","T1","F",69,0,0,0,0,2,0,0,0,0,0,0,38,0,0,0,0
"3",0.618989038851666,0.799033466592738,"06","2T1",2006,"2","T1","F",7,0,0,3,0,2,0,0,0,0,0,0,60,0,0,0,0
"4",1.55532350551787,1.26569148295344,"06","3T1",2006,"3","T1","F",0,0,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0
"5",-1.47066830195806,0.66142392950896,"06","4T1",2006,"4","T1","F",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.0666373866499001,-1.13601498263492,"07","1T1",2007,"1","T1","F",146,0,0,1,0,0,9,0,1,1,0,6,0,0,0,0,0
"7",-0.680051490145528,-0.462047303872887,"07","2T1",2007,"2","T1","F",31,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"8",-1.26220698579129,0.699029647237751,"07","3T1",2007,"3","T1","F",6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"9",-1.08701182196779,0.424843530221745,"07","4T1",2007,"4","T1","F",10,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"10",-1.75057489580309,-0.779284184521476,"08","1T1",2008,"1","T1","F",5,0,0,0,0,0,3,0,2,40,0,0,0,0,0,0,0
"11",-0.845604299416947,-0.842887414963671,"08","2T1",2008,"2","T1","F",25,0,0,0,0,0,7,0,2,30,0,3,0,0,0,0,0
"12",-0.953476773492077,-0.209713545633054,"08","3T1",2008,"3","T1","F",19,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
"13",1.84965429884859,0.403118129852017,"08","4T1",2008,"4","T1","F",5,0,0,0,0,0,4,0,0,0,0,4,348,0,0,0,0
"14",-0.701027331994024,0.382862763917492,"09","1T1",2009,"1","T1","F",12,0,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0
"15",-0.194568413540892,-0.145202625833523,"09","2T1",2009,"2","T1","F",40,0,0,9,1,5,1,0,0,0,0,5,4,0,0,0,0
"16",-0.588180212989031,-0.214707811221326,"09","3T1",2009,"3","T1","F",31,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
"17",0.435182907072128,-0.552771022498029,"09","4T1",2009,"4","T1","F",130,0,0,6,0,4,0,1,0,0,0,6,30,0,0,1,0
"18",-0.331610002439415,-0.360377093622574,"10","1T1",2010,"1","T1","F",47,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
"19",-0.713731892663296,0.554070446177123,"10","2T1",2010,"2","T1","F",9,1,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0
"20",-0.0262402054656592,-0.788883839647188,"10","3T1",2010,"3","T1","F",104,0,0,4,0,4,2,0,0,0,0,0,0,0,0,0,0
"21",-0.557347503488024,0.172227075317431,"10","4T1",2010,"4","T1","F",19,0,0,8,0,6,1,0,0,0,0,0,0,0,0,0,0
"22",-0.798078918230845,0.512998029952039,"10","5T1",2010,"5","T1","F",9,0,0,2,0,10,1,0,0,0,0,0,0,0,0,0,0
"23",0.183654259546556,1.08951975041662,"11","1T1",2011,"1","T1","F",2,0,0,8,0,4,0,0,0,0,0,0,20,0,0,0,0
"24",-0.369414256061678,-0.157594186442458,"11","2T1",2011,"2","T1","F",38,0,0,8,0,9,1,0,0,0,0,1,0,0,0,0,0
"25",-0.468807589231224,-0.127335986994175,"11","3T1",2011,"3","T1","F",32,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,0
"26",0.937907001371066,-0.299498220491808,"11","4T1",2011,"4","T1","F",134,0,1,0,0,7,1,0,0,0,0,0,170,0,0,0,0
"27",-0.953617145876439,0.75370279649646,"11","5T1",2011,"5","T1","F",6,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0
"28",0.838507369666523,0.529031146585651,"12","1T1",2012,"1","T1","F",15,0,0,0,0,2,0,0,0,0,0,1,105,0,0,0,0
"29",0.28811951424529,0.297769960707099,"12","2T1",2012,"2","T1","F",24,0,0,9,0,5,2,0,2,0,0,1,50,0,0,0,0
"30",-0.877914900456485,0.352122602902916,"12","3T1",2012,"3","T1","F",12,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
"31",1.13794836572708,-0.362705537742643,"12","4T1",2012,"4","T1","F",129,0,0,1,0,4,1,0,0,0,0,5,281,0,0,0,0
"32",-0.407691995232278,-0.225605565309193,"12","5T1",2012,"5","T1","F",38,0,0,3,1,6,2,0,0,0,0,0,0,0,0,0,0
"33",1.65297546727904,0.38302062863722,"13","1T1",2013,"1","T1","F",6,0,0,4,1,6,0,0,0,0,0,1,400,0,0,0,0
"34",1.04005659019989,0.697461032568224,"13","2T1",2013,"2","T1","F",6,0,0,2,1,2,0,0,0,0,0,0,120,0,0,0,0
"35",-0.703550956277271,0.0834464190750357,"13","3T1",2013,"3","T1","F",20,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
"36",1.07335595408934,-0.258099585587024,"13","4T1",2013,"4","T1","F",91,0,1,2,2,2,1,0,0,0,0,2,250,0,0,0,0
"37",-0.752131399233441,0.491064164813699,"13","5T1",2013,"5","T1","F",10,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0
"38",0.097992874150345,-0.500095461492395,"14","1T1",2014,"1","T1","F",88,0,1,5,2,7,5,0,1,0,0,2,10,0,0,0,0
"39",-0.29898704106541,-0.308488260191766,"14","2T1",2014,"2","T1","F",45,0,0,6,2,6,1,0,3,0,0,2,0,1,0,0,0
"40",-0.487803421027534,0.0626777592417084,"14","3T1",2014,"3","T1","F",23,0,0,7,3,13,4,0,0,0,0,0,0,0,0,1,0
"41",-0.398148170422824,-0.290689898325499,"14","4T1",2014,"4","T1","F",37,0,4,4,4,13,4,1,1,0,0,0,0,0,0,0,0
"42",-0.25132675391131,-0.603030838919137,"14","5T1",2014,"5","T1","F",61,3,0,2,0,21,3,0,0,0,0,0,0,0,0,0,0
"43",0.922003678264985,0.355407239585114,"15","1T1",2015,"1","T1","F",16,0,6,7,0,6,1,2,0,0,0,2,160,0,0,1,0
"44",-0.255060731129183,0.631978377095564,"15","2T1",2015,"2","T1","F",10,1,0,7,1,8,1,5,0,0,0,0,10,1,0,0,0
"45",-0.695646409398746,0.564771103859717,"15","3T1",2015,"3","T1","F",9,1,0,4,1,8,0,0,0,0,0,0,0,0,0,0,0
"46",0.542713088820772,0.521866030802528,"15","4T1",2015,"4","T1","F",14,0,7,4,0,6,1,0,0,0,0,16,65,0,0,0,0
"47",-0.25132675391131,-0.603030838919137,"15","5T1",2015,"5","T1","F",61,3,0,2,0,21,3,0,0,0,0,0,0,0,0,0,0
"48",2.37722052813121,-0.269241292937011,"16","1T1",2016,"1","T1","F",14,0,0,4,1,4,1,0,0,0,0,3,1950,0,0,1,0
"49",1.80321735155367,-0.582195021411396,"16","2T1",2016,"2","T1","F",62,0,2,3,0,5,2,1,0,0,0,2,1150,1,0,0,0
"50",0.930566954077767,0.278485789448035,"16","3T1",2016,"3","T1","F",22,0,14,6,0,4,0,0,0,0,0,4,160,0,0,0,0
"51",1.83908514598078,-0.523659583001047,"16","5T1",2016,"5","T1","F",49,0,0,1,0,20,3,1,1,0,0,0,1150,0,0,0,0
"52",0.376484846110625,-0.43824573292259,"17","1T1",2017,"1","T1","F",110,0,4,10,0,7,2,2,0,0,0,3,30,0,0,0,0
"53",-0.163909754078502,-0.52868905817616,"17","2T1",2017,"2","T1","F",67,0,0,6,0,5,0,0,1,0,0,1,0,0,0,0,0
"54",0.113375911049089,-0.550765852969264,"17","3T1",2017,"3","T1","F",88,0,0,1,1,6,1,1,0,0,0,2,10,0,0,0,0
"55",-0.240656852681136,-0.321078332510734,"17","4T1",2017,"4","T1","F",46,0,9,6,2,7,0,0,0,0,0,1,0,0,1,1,0
"56",-0.500923891050005,-0.0557564386535713,"17","5T1",2017,"5","T1","F",28,0,0,6,0,15,3,0,0,0,0,0,0,0,0,0,0
"57",-0.497991049237832,0.248752550317463,"18","1T1",2018,"1","T1","F",17,0,0,7,0,6,1,1,0,0,0,5,0,1,0,0,0
"58",0.107463905541286,-0.942268707703227,"18","2T1",2018,"2","T1","F",135,0,0,9,1,1,0,0,1,0,0,1,0,1,0,0,0
"59",0.421761786257421,0.645394607749044,"18","3T1",2018,"3","T1","F",11,0,3,6,0,2,0,0,0,0,0,1,50,0,0,0,0
"60",0.878650024187397,0.0174828745427924,"18","4T1",2018,"4","T1","F",47,0,6,4,0,0,2,0,0,0,0,0,150,0,0,0,0
"61",-0.63040429389092,0.578886541399207,"18","5T1",2018,"5","T1","F",10,0,0,5,0,17,0,1,0,0,0,0,0,0,0,0,0
"62",-0.0416246689223168,1.14972764814355,"19","1T1",2019,"1","T1","F",1,0,1,14,1,6,2,0,0,0,0,0,10,1,0,0,0
"63",-0.536934064704011,-0.192744037947877,"19","2T1",2019,"2","T1","F",31,0,0,3,1,3,1,0,0,0,0,0,0,1,0,0,0
"64",-0.00656066380693765,-0.793795890601905,"19","3T1",2019,"3","T1","F",101,0,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0
"65",0.246610547880007,-0.433244498252261,"19","4T1",2019,"4","T1","F",73,0,5,3,1,1,0,1,1,0,0,6,20,1,0,1,0
"66",-0.643996573046394,-0.251450385264204,"19","5T1",2019,"5","T1","F",29,1,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0
