"","MDS1","MDS2","short.date","Key","Year","Site","Transect","Direction","Black & Deacon","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","YOY","Vermillion","Yelloweye"
"1",-0.301127802480273,0.226016075931832,"05","1T1",2005,"1","T1","Forward",41,0,0,2,0,12,1,0,0,0,0,3,0,0
"2",-0.516290341777488,-0.548821609429846,"05","1T2",2005,"1","T2","Forward",11,0,0,10,0,9,0,1,2,0,0,4,0,0
"3",-0.330685178998116,0.756168922173509,"05","1T3",2005,"1","T3","Forward",51,2,10,0,1,1,7,0,0,0,0,0,0,0
"4",0.342532904092619,0.34630478412884,"06","1T1",2006,"1","T1","Forward",69,0,0,0,0,2,0,0,0,0,0,38,0,0
"5",-0.0466444545339644,-0.398114111466708,"06","1T2",2006,"1","T2","Forward",19,0,0,0,0,2,0,0,0,0,0,20,0,0
"6",0.460429161424011,0.299358068612115,"06","1T3",2006,"1","T3","Forward",88,0,0,4,0,4,0,0,0,0,0,58,0,0
"7",0.349719149056528,0.0707536776779657,"06","1T4",2006,"1","T4","Forward",46,0,0,0,0,3,0,0,0,0,0,50,0,0
"8",0.542241608956937,-0.816744777880383,"06","2T1",2006,"2","T1","Forward",7,0,0,3,0,2,0,0,0,0,0,60,0,0
"9",0.578503943733168,-0.0278284348433839,"06","2T2",2006,"2","T2","Forward",40,0,0,0,0,1,0,0,0,0,0,80,0,0
"10",0.765812868746658,-0.010873176245756,"06","2T3",2006,"2","T3","Forward",47,0,0,3,0,3,0,0,0,0,0,140,0,0
"11",-1.01730902951493,-0.413924789275025,"06","2T4",2006,"2","T4","Forward",9,0,0,2,0,2,0,0,0,0,1,0,0,0
"12",1.42003546713035,-1.41255105975165,"06","3T1",2006,"3","T1","Forward",0,0,0,1,1,0,0,0,0,0,0,50,0,0
"13",0.746558505826535,-0.700270503500958,"06","3T2",2006,"3","T2","Forward",9,0,0,1,0,3,0,0,0,0,0,90,0,0
"14",0.727026523561376,-0.670732885785848,"06","3T3",2006,"3","T3","Forward",9,0,0,2,1,3,0,0,0,0,0,91,0,0
"15",0.730742309272378,-0.255296966029835,"06","3T4",2006,"3","T4","Forward",26,0,0,2,1,3,0,0,0,0,0,120,0,0
"16",-1.5562477011351,-0.481916574874413,"06","4T1",2006,"4","T1","Forward",6,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",-0.302358407045518,-0.56882312614721,"06","4T2",2006,"4","T2","Forward",14,0,0,0,1,1,0,0,0,0,2,10,0,0
"18",-0.267770994413945,-0.266415767668788,"06","4T3",2006,"4","T3","Forward",20,0,0,0,1,1,0,0,0,0,2,10,0,0
"19",-0.863389125726739,-0.387588081182109,"06","4T4",2006,"4","T4","Forward",11,0,0,0,1,9,0,0,0,0,2,0,0,0
"20",0.0552477597905097,1.19106574091141,"07","1T1",2007,"1","T1","Forward",146,0,0,1,0,0,9,0,1,1,6,0,0,0
"21",-0.269254811433925,0.795867636561779,"07","1T2",2007,"1","T2","Forward",60,0,0,0,0,0,3,1,1,5,5,1,0,0
"22",-0.0518992684658606,1.07302022900102,"07","1T3",2007,"1","T3","Forward",110,0,0,0,0,0,5,0,1,1,1,0,0,0
"23",-0.634134053438747,0.472478075984776,"07","2T1",2007,"2","T1","Forward",31,0,0,0,0,0,0,0,1,1,0,1,0,0
"24",-0.684133133210298,0.490376721230702,"07","2T2",2007,"2","T2","Forward",30,0,0,0,0,0,1,0,1,2,0,0,0,0
"25",-0.617073723705233,0.555290347369084,"07","2T3",2007,"2","T3","Forward",33,0,0,0,0,0,5,0,0,4,0,1,0,0
"26",-0.740553457278899,0.85732876053035,"07","2T4",2007,"2","T4","Forward",31,0,0,0,0,0,4,1,0,34,0,0,0,0
"27",-1.30577111905839,-0.648820937864295,"07","3T1",2007,"3","T1","Forward",6,0,0,0,0,2,0,0,0,0,0,0,0,0
"28",-0.910342437667815,0.264672548191243,"07","3T2",2007,"3","T2","Forward",20,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",1.13324328832807,-1.69626002775133,"07","3T3",2007,"3","T3","Forward",0,0,0,0,0,1,0,0,0,0,0,30,0,0
"30",-1.11173815818053,-2.508706491994,"07","3T4",2007,"3","T4","Forward",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"31",-1.10616132342351,-0.324996087222486,"07","4T1",2007,"4","T1","Forward",10,0,0,0,0,2,0,0,0,0,1,0,0,0
"32",-0.579061693986523,0.462207695928742,"07","4T2",2007,"4","T2","Forward",33,0,0,0,0,1,0,0,0,0,5,0,0,0
"33",-0.434845975210498,0.556769593688296,"07","4T3",2007,"4","T3","Forward",43,0,0,2,0,0,0,0,0,0,0,0,0,0
"34",-0.467422576529639,0.65135600014136,"07","4T4",2007,"4","T4","Forward",43,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",-1.84217223183105,0.692062375523442,"08","1T1",2008,"1","T1","Forward",5,0,0,0,0,0,3,0,2,40,0,0,0,0
"36",-1.91704665016637,-0.0536405857596027,"08","1T2",2008,"1","T2","Forward",3,0,0,0,0,0,3,0,0,6,2,0,0,0
"37",-1.17139555618266,0.842619111930137,"08","1T3",2008,"1","T3","Forward",16,0,0,0,0,0,2,0,0,50,1,0,0,0
"38",-1.90329328830369,-0.260088237712704,"08","1T4",2008,"1","T4","Forward",3,0,0,0,0,0,3,0,0,3,1,0,0,0
"39",-0.845841920849704,0.809465665011194,"08","2T1",2008,"2","T1","Forward",25,0,0,0,0,0,7,0,2,30,3,0,0,0
"40",-0.369783202114081,1.02430234808568,"08","2T2",2008,"2","T2","Forward",56,0,0,0,2,0,0,0,0,37,2,0,0,0
"41",-1.16802488430844,0.0278611110500871,"08","2T3",2008,"2","T3","Forward",13,0,0,0,0,0,0,0,0,1,0,0,0,0
"42",-1.24259693325899,0.651380592961325,"08","2T4",2008,"2","T4","Forward",15,0,0,0,0,0,0,0,0,32,0,0,0,0
"43",-0.920673221255526,0.245378387317394,"08","3T1",2008,"3","T1","Forward",19,0,0,0,0,0,4,0,0,0,1,0,0,0
"44",-1.16957271335114,-0.0598424957890847,"08","3T2",2008,"3","T2","Forward",11,0,0,0,1,0,2,0,0,0,3,0,0,0
"45",-1.48597801424862,0.149966381226153,"08","3T3",2008,"3","T3","Forward",9,0,0,0,0,0,1,0,0,14,0,0,0,0
"46",1.81810723407541,-0.571698019493391,"08","4T1",2008,"4","T1","Forward",5,0,0,0,0,0,4,0,0,0,4,348,0,0
"47",1.16318342888107,-0.630113368976979,"08","4T2",2008,"4","T2","Forward",8,0,0,0,1,0,8,0,0,0,5,149,0,0
"48",0.650618802203151,-0.873931283987368,"08","4T3",2008,"4","T3","Forward",8,0,0,0,0,0,6,0,0,0,0,60,0,0
"49",-0.74801288870111,-0.330827590700499,"09","1T1",2009,"1","T1","Forward",12,0,0,5,0,4,0,0,0,0,1,0,0,0
"50",0.164462174562888,1.14915779000767,"09","1T2",2009,"1","T2","Forward",193,0,0,3,0,5,0,0,0,0,2,1,0,0
"51",-0.693431418315941,0.15796730143802,"09","1T3",2009,"1","T3","Forward",23,0,0,3,0,0,1,0,0,0,0,1,0,0
"52",-0.228561346461418,0.251142025604229,"09","1T4",2009,"1","T4","Forward",43,0,0,9,0,4,0,0,0,0,0,4,0,0
"53",-0.226518881590446,0.196759272569452,"09","2T1",2009,"2","T1","Forward",40,0,0,9,1,5,1,0,0,0,5,4,0,0
"54",-0.180925951676357,0.351595719549981,"09","2T2",2009,"2","T2","Forward",47,0,0,2,1,4,0,0,1,0,7,4,0,0
"55",0.052209811506009,-0.198069777792203,"09","2T3",2009,"2","T3","Forward",26,0,0,8,0,5,1,0,0,0,0,30,0,0
"56",-0.111224341989183,-0.261466317607297,"09","2T4",2009,"2","T4","Forward",22,0,0,8,0,9,1,0,0,0,0,20,0,0
"57",-0.540996371733685,0.252060374461071,"09","3T1",2009,"3","T1","Forward",31,0,0,2,0,3,0,0,0,0,0,0,0,0
"58",-0.118451233636267,0.6267961668823,"09","3T2",2009,"3","T2","Forward",78,0,0,5,0,5,1,0,0,0,2,0,0,0
