"","MDS1","MDS2","short.date","Key","Year","Site","Transect","Direction","Black & Deacon","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","YOY","Vermillion","Yelloweye"
"1",-0.32630653716596,-0.218644626255474,"05","1T1",2005,"1","T1","Forward",41,0,0,2,0,12,1,0,0,0,0,3,0,0
"2",0.366269804559197,-0.287585240442635,"06","1T1",2006,"1","T1","Forward",69,0,0,0,0,2,0,0,0,0,0,38,0,0
"3",0.608192362790116,0.842332761720355,"06","2T1",2006,"2","T1","Forward",7,0,0,3,0,2,0,0,0,0,0,60,0,0
"4",1.51311044919429,1.30724598431731,"06","3T1",2006,"3","T1","Forward",0,0,0,1,1,0,0,0,0,0,0,50,0,0
"5",-1.50135479578039,0.705152763606346,"06","4T1",2006,"4","T1","Forward",6,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.0924967873442087,-1.12147365028909,"07","1T1",2007,"1","T1","Forward",146,0,0,1,0,0,9,0,1,1,6,0,0,0
"7",-0.69066785600085,-0.457912166801155,"07","2T1",2007,"2","T1","Forward",31,0,0,0,0,0,0,0,1,1,0,1,0,0
"8",-1.29624942169668,0.719030326687187,"07","3T1",2007,"3","T1","Forward",6,0,0,0,0,2,0,0,0,0,0,0,0,0
"9",-1.12180089381836,0.422018567259832,"07","4T1",2007,"4","T1","Forward",10,0,0,0,0,2,0,0,0,0,1,0,0,0
"10",-1.82920355632625,-0.683145229778067,"08","1T1",2008,"1","T1","Forward",5,0,0,0,0,0,3,0,2,40,0,0,0,0
"11",-0.866503859624178,-0.820675019868459,"08","2T1",2008,"2","T1","Forward",25,0,0,0,0,0,7,0,2,30,3,0,0,0
"12",-0.973428017965019,-0.197726187081105,"08","3T1",2008,"3","T1","Forward",19,0,0,0,0,0,4,0,0,0,1,0,0,0
"13",1.85824343833382,0.522128698728583,"08","4T1",2008,"4","T1","Forward",5,0,0,0,0,0,4,0,0,0,4,348,0,0
"14",-0.716769488592504,0.383317200659666,"09","1T1",2009,"1","T1","Forward",12,0,0,5,0,4,0,0,0,0,1,0,0,0
"15",-0.203712760104229,-0.136391025887969,"09","2T1",2009,"2","T1","Forward",40,0,0,9,1,5,1,0,0,0,5,4,0,0
"16",-0.596840612326025,-0.207345971893577,"09","3T1",2009,"3","T1","Forward",31,0,0,2,0,3,0,0,0,0,0,0,0,0
"17",0.428114126354458,-0.548062646946652,"09","4T1",2009,"4","T1","Forward",130,0,0,6,0,4,0,1,0,0,6,30,0,1
"18",-0.344308953861518,-0.349934495724387,"10","1T1",2010,"1","T1","Forward",47,0,0,5,0,5,0,0,0,0,0,0,0,0
"19",-0.75356176837402,0.523374890139867,"10","2T1",2010,"2","T1","Forward",9,1,0,5,0,7,0,0,0,0,0,0,0,0
"20",-0.0473918631430191,-0.78210306785762,"10","3T1",2010,"3","T1","Forward",104,0,0,4,0,4,2,0,0,0,0,0,0,0
